Name,Identity,Alignment,Gender,Status,Year
Laura Brown ,,,Female,Living,1988
Laura Brown ,,Good,Female,Living,1965
Laura Dane ,Public,Neutral,Female,Living,1945
Laura Dean ,Secret,Good,Female,Living,1987
Laura Dunham ,Public,Good,Female,Living,1992
Laura Kinney ,Secret,Good,Female,Living,2004
Laura Lipton ,Public,Neutral,Female,Living,1991
Laura Russell ,No Dual,,Female,Deceased,1972
Lauren Wolfe ,Secret,Good,Female,Living,2010
Laurent ,Public,Bad,Male,Deceased,2011
Laurent Levessaur ,Secret,Bad,Male,Living,2004
Laurie Caban ,,Neutral,Female,Living,2004
Laurie Collins ,Secret,Good,Female,Deceased,2003
Laurie Livingston ,Public,Good,Female,Living,1972
Laurie Lynton ,Public,Good,Female,Living,2005
Laurie Simpson Neal ,Public,Neutral,Female,Deceased,1980
Laurie Tromette ,Secret,Good,Female,Living,2010
Lava ,Secret,,Male,Living,1994
Lavin Skee ,Public,Good,Male,Deceased,2006
Lavinia LeBlanc ,Secret,Neutral,Female,Deceased,1998
Lavinia Plotnick ,Secret,,Female,Living,1988
Lavour ,Public,Bad,Female,Living,1983
Lawrence Chesney ,Secret,,Male,Living,1975
Lawrence Cranston ,Public,Bad,Male,Living,1972
Lawrence Evans ,,Bad,Male,Living,1996
Lawrence McKenzie ,Public,Bad,Male,Living,1994
Lawrence Paxton ,Secret,Bad,Male,Deceased,1992
Lawrence Rambow ,,Bad,Male,Living,1970
Lawrence Schrott ,,Bad,Male,Living,1941
Lawrence Trask ,Secret,Neutral,Male,Deceased,1969
Lawrence Young ,Secret,Good,Male,Living,1998
Lawrence Zaxton ,Secret,,Male,Living,1963
Lawrence Zaxton ,Secret,,Male,Deceased,1963
Layla Miller ,No Dual,Good,Female,Living,2005
Laynia Petrovna ,Secret,Good,Female,Living,1976
Laz-Fire ,Secret,Bad,Female,Living,1993
Lazaro Kotikash ,Secret,Good,Male,Living,2005
Lazarus ,Secret,Neutral,Male,Deceased,2003
Lazarus ,Secret,Bad,Male,Living,1975
Lazarus Ganglion ,,Neutral,Male,Living,2002
Le Barbe ,Secret,Bad,Male,Deceased,1942
Le Bull ,Secret,Bad,Male,Deceased,1942
Le Concierge ,,Bad,Male,Living,1998
Le Coq Bleu ,Secret,Good,Male,Living,
Le Cowboy ,Secret,Good,Male,Living,2007
Le Loup ,Secret,Bad,Male,Living,1985
Le Necrogateur ,Secret,Good,Male,Living,
Le Vent ,Secret,Good,Male,Living,2007
Le' Sabre ,Secret,Bad,Male,Living,2003
LeMieu ,Secret,Bad,Male,Deceased,1998
Lea C. Farr ,,Bad,Female,Living,1987
Lead ,,Bad,,Living,1997
Leah ,Secret,Bad,Female,Living,
Leah ,Secret,Neutral,Female,Living,2011
Leah Sheffield ,,Neutral,Female,Living,1998
Leanne ,Public,Good,Female,Living,1981
Leaper Logan ,,Bad,Male,Living,1988
Leash ,Secret,Bad,Female,Living,2002
Leda ,Public,Good,Female,Living,1949
Leda Fontaine ,,,Female,Living,1982
Ledge ,,Good,Male,Living,1977
Lee Bradford ,Public,Good,Male,Living,1943
Lee Broder ,Secret,Bad,Male,Deceased,1998
Lee Childs ,Secret,Bad,Male,Living,1993
Lee Franks ,,Bad,Male,Living,1996
Lee Gibbons ,,Bad,Male,Living,1994
Lee Guardineer ,,Bad,Male,Living,1964
Lee Kearns ,,Good,Male,Living,1963
Lee Portman ,Public,Bad,Male,Living,1964
Lee Switzler ,No Dual,,Male,Living,1978
Lee Wing ,Public,Good,Male,Living,1974
Leeann Foreman ,Secret,Bad,Female,Living,1990
Leech ,Secret,Good,Male,Living,1984
Leecher ,Secret,Bad,Male,Living,1993
Leet Brannis ,Public,Bad,Male,Living,1942
Lefty ,Public,Good,Female,Living,2004
Legate ,Secret,Bad,Male,Living,2011
Legault ,Secret,Bad,Male,Living,1999
Legba ,Secret,Bad,Male,Living,2008
Legion ,Secret,Bad,,Living,1975
Legs Cochone ,Secret,Bad,Male,Deceased,1942
Lei-Kung ,Secret,Good,Male,Living,1974
Leif ,,Good,Male,Living,1985
Leiko Tan ,Secret,Neutral,Female,Deceased,1987
Leiko Tanaka ,Secret,Good,Female,Living,1998
Leiko Wu ,Secret,Good,Female,Deceased,1975
Leila ,Public,Good,Female,Living,1982
Leila Davis ,Public,Neutral,Female,Deceased,
Leila O'Toole ,Secret,Neutral,Female,Deceased,1989
Leila Taylor ,No Dual,Good,Female,Living,1971
Leir ,Secret,Good,Male,Living,1987
Leita ,Public,Neutral,Female,Living,1966
Leland Owlsley ,Public,Bad,Male,Living,1964
Lemar Hoskins ,Secret,Good,Male,Living,1986
Leme Tel ,Secret,Good,Male,Living,1943
Lemo Douglas ,Public,Bad,Male,Deceased,1940
Lemuel Dorcas ,No Dual,Bad,Male,Living,1968
Lemuel Haskill ,,Bad,Male,Living,1978
Lemuel McPhee ,Public,Good,Male,Living,1989
Lemuel Sullivan ,Secret,,Male,Living,1989
Len Arkwright ,Public,Good,Male,Living,1993
Lena Sendak ,,,Female,Living,2008
Lennox Capriati ,Public,Neutral,Male,Deceased,2003
Lenny Ballinger ,Public,Good,Male,Living,1989
Lenny Sirkes ,,Bad,Male,Living,2009
Lenora Moore ,Secret,Bad,Female,Living,1948
Lenore Frankenstein ,Public,Neutral,Female,Deceased,1974
Lenore St. Croix ,Secret,Good,Female,Deceased,1993
Lenore Wilkinson ,No Dual,Neutral,Female,Living,2008
Lens ,Secret,Bad,Male,Living,1941
Lens ,Secret,Neutral,Male,Living,1993
Lenz ,Secret,Bad,Male,Living,1994
Leo ,Secret,Bad,Male,Living,1998
Leo ,Secret,Bad,Male,Living,1977
Leo ,Secret,Bad,Male,Deceased,1994
Leo ,Secret,Bad,Male,Deceased,2012
Leo Jacobson ,Public,Good,Male,Living,2011
Leo Maldonado ,No Dual,Neutral,Male,Living,
Leo Zelinsky ,Public,Neutral,Male,Living,2004
Leo Zimm ,Secret,Bad,Male,Living,2010
Leon Frankfurt ,Secret,Good,Male,Living,2006
Leon Matheson ,Public,Neutral,Male,Deceased,2010
Leon McKenzie ,Secret,Bad,Male,Living,1992
Leon Murtaugh ,Secret,Bad,Male,Deceased,2007
Leon Nunez ,Secret,Neutral,Male,Living,2008
Leon Stort ,,Bad,Male,Living,1990
Leona McBride ,Secret,Good,Female,Living,1992
Leona Tremaine ,Public,Neutral,Female,Living,2003
Leonard Gade ,Secret,Good,Male,Living,1940
Leonard Gary ,Public,Good,Male,Deceased,2011
Leonard Hebb ,Public,Good,Male,Living,1982
Leonard Kryzewski ,Public,Bad,Male,Living,1991
Leonard Lajo ,Public,Bad,Male,Living,1947
Leonard McKenzie ,No Dual,Good,Male,Deceased,
Leonard Pimacher ,Public,Neutral,Male,Living,2010
Leonard Samson ,Public,Good,Male,Deceased,1971
Leonard Samson ,Public,Good,Male,Living,1996
Leonard Schaefer ,Secret,Bad,Male,Living,1941
Leonard Spellman ,Public,Good,Male,Living,1981
Leonard Walls ,Public,Neutral,Male,Living,2011
Leonardo da Vinci ,Public,Good,Male,Living,1964
Leong Coy Manh ,Secret,Good,Male,Living,1980
Leonid ,Secret,Good,Male,Living,2010
Leonid Dubroski ,Public,,Male,Living,1988
Leonid Novokov ,,Bad,Male,Living,2012
Leoninus ,Secret,Bad,Male,Living,1980
Leonus ,Secret,Neutral,Male,Living,1968
Leopard Girl ,Secret,Good,Female,Living,1954
Leopold Brun ,Secret,Bad,Male,Deceased,1992
Leopold Stryke ,Public,Bad,Male,Deceased,1963
Leotard Hammer ,Public,Bad,Male,Living,1994
Lepard ,Secret,Good,Male,Deceased,1966
Lepard II ,,Good,Male,Living,1990
Leper Queen ,Known to Authorities,Bad,Female,Deceased,2006
Lepirax ,,Bad,Male,Living,1977
Lerad ,Public,Neutral,,Living,2005
Leroy Jackson ,,Bad,Male,Living,1974
Les ,Public,Neutral,Male,Living,1990
Les ,Secret,Good,Male,Living,1967
Leslie Anne Shappe ,Public,,Female,Living,1991
Leslie Dean ,Secret,Bad,Female,Deceased,2003
Leslie Evans ,No Dual,Good,Male,Living,1960
Leslie Gesneria ,Secret,Bad,Female,Deceased,1993
Leslie Kinney ,Secret,Neutral,Female,Living,2007
Leslie Lenrow ,Secret,Good,Male,Deceased,1940
Lester Deeks ,Public,Bad,Male,Deceased,1940
Lester Drake ,Public,Bad,Male,Deceased,1940
Lester Selkirk ,Secret,Bad,Male,Living,1993
Lester Verde ,Secret,Bad,Male,Living,1977
Lethbridge-Stewart ,Public,Good,Male,Living,1987
Lev ,,,Female,Living,1989
Levan ,,Bad,Male,Living,1985
Levi Weinlaub ,No Dual,Neutral,Male,Living,
Leviathan ,,Bad,,Living,1968
Leviathan ,Secret,Good,,Living,
Leviathan ,Secret,Bad,Male,Living,1993
Lew Grey ,Public,Bad,Male,Deceased,1942
Lewis Green ,Public,Good,Male,Deceased,2011
Lewis Guthrie ,Public,Good,Male,Living,1986
Lewis Hamilton ,,Bad,Male,Living,1997
Lewis Haywerth ,Public,Neutral,Male,Living,1986
Lewis Murdock ,Secret,Bad,Male,Deceased,1942
Lexi ,Secret,,Male,Living,1985
Lexos ,Public,Bad,Male,Living,1995
Leyla ,,Bad,Female,Living,2004
Leyu Yoshida ,Public,Good,Female,Deceased,2001
Li Ching-Lin ,,Good,Male,Living,1982
Li Fong ,,Bad,Male,Living,1989
Li Hua ,,Good,Female,Deceased,2007
Li Muan Ho ,Public,Neutral,Male,Living,1991
Li Park ,,Good,Male,Living,2009
Liam Bremner ,,,Male,Living,2005
Liam Cassidy ,Secret,Good,Male,Deceased,2010
Liam Connaughton ,Public,Neutral,Male,Living,2002
Liam Grey ,,,Male,Deceased,2006
Lian Goh ,Secret,,Female,Living,1997
Lian Shen ,,,Female,Living,1989
Liana Feeser ,Secret,Bad,Female,Living,2010
Lianda ,Public,,Female,Deceased,1973
Liberty Girl ,Secret,Good,Female,Deceased,2000
Libra ,,Bad,Female,Living,1998
Libra ,Secret,Bad,Female,Deceased,1977
Libra ,Secret,Bad,Female,Deceased,2012
Lich ,,Bad,Male,Living,1994
Lichidus ,No Dual,Bad,Male,Living,
Lieutenant Colonel Pinkerton ,Public,Good,Male,Living,1965
Lieutenant General Fredricks ,Public,Good,Male,Living,1962
Lieutenant Schlange ,,Bad,Male,Living,1997
Liev-Ra ,Public,Good,Female,Living,2009
Lifecode ,Secret,Bad,Female,Living,2010
Lifeforce ,Secret,Bad,Female,Deceased,1994
Lifeline ,Secret,Neutral,Male,Living,1990
Light ,Secret,Bad,Male,Living,1987
Light ,Secret,Bad,Male,Living,1994
Lightning ,Public,Good,Male,Living,1954
Lightning ,No Dual,Good,Male,Living,1939
Lightning ,Public,Good,Male,Living,1948
Lightning Bug ,,Neutral,,Deceased,1989
Lightning Conductor ,Secret,Bad,Male,Deceased,
Lightning Fist ,Secret,Bad,Male,Deceased,2000
Lightning Lord ,,Bad,Male,Living,1967
Lightning Rod ,Secret,Neutral,Male,Living,2004
Lightningbolt ,Public,Bad,Male,Deceased,1985
Lightstorm ,Public,Good,Male,Deceased,2007
Lihla ,Public,,Female,Living,2009
Liho ,No Dual,Neutral,,Living,
Lil ,,Bad,Female,Living,1939
Lil' Bro ,Secret,Neutral,Male,Living,2005
Lila Cheney ,Public,Good,Female,Living,1984
Lilandra Neramani ,No Dual,Good,Female,Deceased,1976
Lili Penrose ,,Bad,Female,Living,2004
Lilith Drake ,Secret,Neutral,Female,Living,1974
Lilith Moll ,Public,Bad,Female,Living,
Lilli Stephens ,Secret,Good,Female,Living,1997
Lillian Crawley ,Secret,Good,Female,Deceased,1983
Lillian von Loont ,Secret,Bad,Female,Deceased,1985
Lillie McGurty ,Secret,Good,Female,Living,2008
Lily Cromwell ,Secret,Bad,Female,Living,1998
Lily Hollister ,Public,Bad,Female,Living,2008
Lily Lucca ,Public,Neutral,Female,Living,2006
Lily Saunders ,No Dual,Good,Female,Living,1940
Limpy Savoy ,Public,Bad,Male,Deceased,1940
Lin Li ,Secret,Good,Female,Living,
Lin Sun ,Public,Good,Male,Living,1974
Linbythoum ,,Bad,Male,Living,1974
Lincoln Quantrell ,Public,Bad,Male,Deceased,1949
Lincoln Slade ,Secret,Good,Male,Deceased,1972
Linda ,Public,Neutral,Female,Living,2013
Linda Brown ,Secret,,Female,Living,1962
Linda Carter ,Secret,Good,Female,Living,1969
Linda Donaldson ,,,Female,Living,1972
Linda Kwan ,No Dual,Good,Female,Living,
Linda Lewis ,Secret,Bad,Female,Deceased,2011
Linda Littletrees ,Secret,Neutral,Female,Living,1973
Linda Wei ,Public,Bad,Female,Deceased,1990
Lindsay ,Public,,Male,Living,2007
Lindsay McCabe ,Public,Good,Female,Living,1979
Lindy Lee ,Public,Good,Female,Deceased,2000
Lindy Nolan ,,Good,Female,Living,2009
Linette Martinez ,,Bad,Female,Living,1995
Ling McPherson ,Public,Neutral,Female,Living,1979
Linga ,Public,,Female,Living,2002
Link ,Secret,,Male,Living,1994
Linus Dorfman ,,Bad,Male,Living,1991
Linus Sinker ,,Good,Male,Living,2005
Lionel Dibbs ,Public,,Male,Living,1971
Lionel Jeffries ,Public,Good,Male,Living,1981
Lionel Jeffries ,Secret,Bad,Male,Living,1986
Lionel van Devanter ,Public,Bad,Male,Living,1942
Lior Eschel ,Public,Neutral,Female,Deceased,2008
Lippy Louie ,Secret,Bad,Male,Living,1969
Lisa Beckman ,,,Female,Living,1993
Lisa Beth Harrington ,Public,,Female,Living,2005
Lisa Castle ,Public,Neutral,Female,Deceased,1975
Lisa Hardy ,Public,Good,Female,Deceased,2006
Lisa Molinari ,Secret,Neutral,Female,Living,2009
Lisa Parfrey ,Public,,Female,Deceased,2008
Lisa Skye ,,,Female,Living,1981
Lisa Vaughn ,Public,Good,Female,Living,1989
Lisabeth Borden ,Secret,Bad,Female,Living,1993
Lisk ,No Dual,,Male,Living,2010
Liso Trago ,,,Male,Living,1963
Lissa Russell ,Public,Good,Female,Living,1972
Litigious Bradley ,Public,Good,Male,Living,2003
Litterbug ,Secret,Neutral,Male,Living,2002
Little Cloud ,Public,Good,Female,Living,2006
Little Flower ,Public,Good,Male,Living,1970
Little Shadow ,Secret,Bad,,Deceased,1995
Liu Wo-Han ,Public,Neutral,Male,Living,2000
Livilla ,,Bad,Female,Living,1981
Living Brain ,,Neutral,Agender,Living,1964
Living Buddha ,Secret,Bad,Male,Deceased,1973
Living Eraser ,Secret,,Male,Living,1963
Living Totem ,,Bad,,Living,1961
Living Wind ,Secret,Bad,Male,Living,2012
Liza Pyne ,Public,Bad,Female,Deceased,1974
Lizard ,,Bad,Male,Living,1995
Lizhardus ,,Bad,Male,Living,1974
Llan ,Public,,Male,Living,1989
Llhupa Sanders ,Secret,Neutral,Female,Deceased,1940
Lloigoroth ,Secret,Bad,,Living,1992
Lloyd Bloch ,Public,,Male,Deceased,1974
Lloyd Bloch ,Public,Bad,Male,Living,2002
Lloyd Zahner ,,,Male,Living,1988
Llyna ,Secret,Good,Male,Living,1969
Llyra Morris ,No Dual,Bad,Female,Living,1970
Llyron ,,,Male,Living,1970
Llyron McKenzie ,Public,,Male,Living,1994
Lo Chien ,Secret,,Male,Living,1998
Lo-Zar ,,Good,Male,Living,1954
Lobe ,Secret,Bad,Male,Living,2009
Loblolly ,Secret,Bad,,Living,1999
Lobo ,No Dual,Good,Male,Living,1948
Lobo ,Secret,Bad,Male,Deceased,2009
Lobo ,,Good,Male,Living,1970
Lobo Blanco ,Secret,Bad,Male,Deceased,
Lobros ,Public,Bad,Male,Living,1981
Loc Do ,Public,Bad,Male,Deceased,1974
Loca ,Secret,Bad,Female,Deceased,2010
Loch ,Public,Good,Male,Living,
Lockheed ,Secret,Good,Male,Living,1983
Lockjaw ,Secret,Good,Male,Living,1965
Lockjaw ,,Good,Male,Living,1997
Locksmith ,Secret,Bad,Male,Living,1983
Lockup ,Secret,Bad,Male,Deceased,1988
Lodah ,,Good,,Living,1978
Lodestone ,Secret,,Male,Living,1993
Lodur ,Secret,Good,Male,Living,1976
Loga ,Secret,Good,Male,Living,1994
Logan ,,,Male,Living,1966
Logi ,,,Male,Living,1978
Logomancer ,Secret,Good,Male,Deceased,2010
Lois ,Public,Bad,Female,Deceased,1986
Lois London ,Public,Bad,Female,Living,1982
Lokar ,No Dual,Bad,Male,Living,1964
Loki Laufeyson ,No Dual,Neutral,Genderfluid,Living,1949
Loki Laufeyson ,,Bad,Male,Deceased,1996
Loki Laufeyson ,Secret,Good,Male,Deceased,2011
Loki Laufeyson ,Secret,Bad,Male,Living,1996
Lola ,No Dual,Bad,Female,Living,1939
Lomen ,Secret,Bad,Male,Living,1986
Lon Crag ,Secret,Good,Male,Living,1942
Lon Draga ,Public,Bad,Male,Deceased,1942
London ,Secret,Good,Female,Living,2010
London Jack ,Public,Bad,Male,Living,1940
Longlegs Secundus ,,Good,Male,Living,2007
Longnails Legarya ,Public,Bad,Male,Living,1942
Lonkarr ,Secret,Good,Male,Living,1999
Lonnie Lincoln ,Public,Bad,Male,Living,1988
Lonnie Ranger ,,,Male,Living,2001
Lonnie Shakespeare ,Public,,Male,Living,2004
Lonu-Ne ,Public,Bad,Male,Living,1941
Loop ,Secret,Bad,Male,Living,1994
Loralee Tate ,No Dual,Good,Female,Living,1974
Lord Aahmes ,,,Male,Living,1980
Lord Byson ,Secret,Good,Male,Living,2007
Lord Chaos ,,Good,,Living,1977
Lord Churchill ,Secret,Good,Male,Deceased,1997
Lord Deathstrike ,Secret,Bad,Male,Living,2011
Lord Defender ,Secret,Good,Male,Living,2012
Lord Gaea ,,Bad,Male,Living,1978
Lord I ,,,Male,Living,1974
Lord Karnaj ,,Bad,Male,Living,1974
Lord Kodo ,Public,,Male,Living,2011
Lord Ludox ,Public,,Male,Deceased,1994
Lord Moses ,Secret,Bad,Male,Living,1994
Lord Nekron ,Secret,Bad,Male,Deceased,1968
Lord Ogre ,Secret,Bad,Male,Deceased,
Lord Pollus ,Public,,Male,Deceased,
Lord Remaker ,Secret,Bad,Male,Deceased,
Lord Ruthven ,Secret,,Male,Living,1973
Lord Samedar ,Public,Good,Male,Living,1982
Lord Templar ,,Bad,Male,Living,1999
Lord Tyger ,Secret,Good,Male,Deceased,1997
Lord Wotonby ,Public,Bad,Male,Deceased,1941
Lord of Death ,Secret,Bad,Male,Living,1941
Lordin ,No Dual,Neutral,Male,Living,1939
Lorelei ,No Dual,Bad,Female,Living,1983
Lorelei Riciardi ,Public,Bad,Female,Living,1945
Lorelei Travis ,Public,Neutral,Female,Living,2004
Lorena Haam ,Secret,Bad,Female,Living,1995
Lorenzo Jacobi ,Public,Bad,Male,Deceased,1980
Lorenzo Spencer ,Public,Bad,Male,Living,1985
Lori ,Secret,Good,Female,Living,
Lorina Dodson ,Secret,Bad,Female,Living,1983
Lorna ,Public,Good,Female,Living,1953
Lorna Dane ,Secret,Good,Female,Living,1968
Lorna Kleinfeldt ,Public,Good,Female,Living,1992
Lorna Nichols ,Public,Good,Female,Living,1996
Lorna Zane ,,Neutral,Female,Living,1973
Lorne Lincoln ,,,Male,Living,1985
Lorne Quickfall ,Secret,Bad,Male,Deceased,1992
Lorrie Melton ,,,Female,Living,1980
Lorvex ,Public,Bad,Male,Living,1972
Loss ,Secret,Bad,Female,Living,1996
Lost Boy ,Secret,Neutral,Male,Living,
Lothithanriaxiaxus ,Public,,Male,Living,2010
Lottie Eikenski ,,Bad,Female,Deceased,1998
Lotus ,Secret,Bad,Female,Living,2005
Lotus Newmark ,,Bad,Female,Living,1990
Lotus Shinchuko ,No Dual,,Female,Living,1975
Lou Boyle ,Secret,Bad,Male,Deceased,2008
Lou Dade ,Secret,Bad,Female,Deceased,1951
Lou Hackett ,Secret,Neutral,Male,Deceased,1973
Lou Monkton ,,,Male,Living,1980
Lou Snider ,Public,,Male,Living,1980
Lou-Ann Savannah ,Public,Good,Female,Living,1972
Louis ,No Dual,Neutral,Male,Living,2003
Louis Banque ,,,Male,Living,1993
Louis Belski ,Public,Bad,Male,Deceased,1974
Louis Browning ,Secret,Bad,Male,Living,1967
Louis Dexter ,Secret,Bad,Male,Living,1994
Louis Dodson ,Secret,,Male,Living,2004
Louis Farrakhan ,Public,Neutral,Male,Living,
Louis Frohike ,,Good,Male,Deceased,1987
Louis Hamilton ,Secret,Bad,Male,Deceased,1987
Louis Joubert ,Secret,Neutral,Male,Living,1990
Louis Lembert ,Secret,,Male,Living,1988
Louis Magee ,Public,Good,Male,Living,2002
Louis Remiens ,Secret,Bad,Male,Living,1946
Louis Sadler's son ,Public,Good,Male,Living,2005
"Louis Sadler, Jr. ",Secret,Good,Male,Deceased,2004
"Louis Sadler, Sr. ",Secret,Good,Male,Living,1992
Louis St. Croix ,Public,Good,Male,Living,1993
Louis Wilson ,Public,Bad,Male,Living,1969
Louise Carson ,Public,Good,Female,Living,1940
Louise Grant ,Secret,Good,Female,Living,1946
Louise Hastings ,Secret,Good,Female,Deceased,1992
Louise Kennedy ,Public,,Female,Deceased,1995
Louise Spalding ,Public,Good,Female,Deceased,2010
Lourdes Chantel ,Public,Good,Female,Deceased,1987
Lowdown ,Secret,,Male,Living,1993
Lubyev ,Secret,Bad,Female,Living,2002
Luc ,Secret,Good,Male,Living,2004
Luca Aldine ,Public,Bad,Male,Deceased,2013
Lucas Brand ,Secret,Bad,Male,Living,1973
Lucas Collier ,Public,Good,Male,Deceased,2008
Lucas Cross ,,Bad,Male,Living,2006
Lucas Evans ,Secret,Good,Male,Deceased,2003
Lucas Guthrie ,,Good,Male,Living,1999
Lucas Jackson ,Public,Good,Male,Living,1983
Lucas Maats ,,Good,Male,Deceased,2009
Lucas Telling-Stone ,Public,Good,Male,Living,2004
Luchino Nefaria ,Public,Bad,Male,Living,1965
Lucia Callasantos ,Secret,Neutral,Female,Living,1992
Lucia Page ,Public,Neutral,Female,Deceased,2006
Lucia von Bardas ,Secret,Bad,Female,Living,2004
Lucian Aster ,,Bad,Male,Living,1992
Luciane d'Hiver ,,Bad,Female,Living,1981
Lucien Dennis ,Public,Neutral,Male,Deceased,1946
Lucifer ,Public,Bad,Male,Living,1967
Lucifer ,Secret,Bad,Male,Deceased,1965
Lucile Serr ,,Good,Female,Living,1971
Lucille Kennedy ,Public,Neutral,Female,Living,1946
Lucinda Guthrie ,Secret,Good,Female,Living,1984
Lucius Aquilla ,Secret,Neutral,Male,Living,1983
Lucius Hall ,Secret,Bad,Male,Living,1941
Lucius Kleinstein ,No Dual,,Male,Living,2006
Lucius O'Neil ,,Bad,Male,Living,1986
Lucius P. Gregory ,No Dual,Bad,Male,Living,1961
Lucky ,No Dual,Good,Male,Living,2012
Lucky Benson ,Public,Bad,Male,Living,1945
Lucky Lobo ,,Bad,Male,Living,1965
Lucky Wilson ,Public,Bad,Male,Deceased,1943
Lucrezia Borgia ,,Bad,Female,Living,1950
Lucy ,,,Female,Living,1985
Lucy Barton ,Public,Good,Female,Living,1966
Lucy Braddock ,Public,Good,Female,Deceased,2003
Lucy Cervantes ,Secret,Good,Female,Deceased,2007
Lucy Keough ,,,Female,Living,1990
Lucy Priest ,Secret,Good,Female,Living,2002
Lucy Robinson ,Secret,Neutral,Female,Living,2001
Lucy Ryker ,Public,,Female,Living,2000
Lucy Westenra ,Secret,,Female,Deceased,1973
Ludi ,Secret,Bad,Male,Living,1973
Ludlow Grimes ,Public,,Male,Living,1985
Ludwig Schroeder ,No Dual,Bad,Male,Living,1965
Ludwig von Frankenstein ,Public,Bad,Male,Deceased,1969
Ludwig von Shtupf ,,Bad,Male,Living,1975
Lugner ,,Bad,Male,Living,1986
Luis Alvarez ,Public,Bad,Male,Deceased,1988
Luis Barrett ,Secret,,Male,Living,1991
Luis Dominquez ,Public,,Male,Deceased,1975
Luis Gutierrez ,,Bad,Male,Living,1990
Lukas ,,,,Living,1992
Luke Bowie ,Public,Bad,Male,Deceased,1945
Luke Buffington ,,Bad,Male,Living,1964
Luke Cage ,No Dual,Good,Male,Living,1972
Luke Cage ,Secret,Bad,Male,Deceased,2008
Luke Carlyle ,Secret,,Male,Living,2002
Luke Garrow ,,Bad,Male,Deceased,2000
Luke Jacobson ,,,Male,Living,1986
Luke Merriweather ,Secret,Good,Male,Living,1982
Lumberjack ,,Neutral,Male,Living,1987
Lumina ,Secret,Good,Female,Living,2005
Luminor ,Secret,Bad,Male,Living,1994
Lump ,Secret,Neutral,Male,Living,1985
Luna DePaula ,Public,Good,Female,Living,2004
Luna Maximoff ,No Dual,Good,Female,Living,1982
Lunatik ,Secret,,Male,Deceased,1995
Lunatik ,,,Male,Deceased,1975
Lupa ,Secret,Bad,Female,Living,2001
Lupa Lupoff ,Secret,Bad,Female,Deceased,1954
Lupe ,Secret,Bad,Female,Deceased,1992
Lupinar ,,Bad,Male,Living,1979
Lupo ,Secret,Bad,Male,Living,1969
Lurker from Loch Ness ,,Bad,,Deceased,1977
Lurking Unknown ,Secret,Bad,Male,Living,1967
Lusa Gregor ,Secret,Good,Male,Living,
Luten ,Public,Good,Male,Living,1994
Luther Benedict ,Secret,Neutral,Male,Living,1962
Luther Cragg ,Public,Bad,Male,Living,1965
Luther Creed ,Secret,Neutral,Male,Deceased,2009
Luther Gorr ,Secret,Bad,Male,Living,1962
Luther Manning ,,Good,Male,Deceased,1993
