,Name,Connections,Identity,Alignment,Gender,Status,Year
3624,Biohazard,10,,,,,
3625,"Bailey, Gailyn",10,,,,,
3626,"Murphy, Melissa",10,,,,,
3627,Dr. Vault,10,,,,,
3628,"Gerhardt, Joseph Hei",10,,,,,
3629,Old Woman,10,Secret,Bad,Female,Living,1994.0
3630,Wild Blood,10,,,,,
3631,"Weisenthal, Dr. Jaco",10,,,,,
3632,Arlisse,10,,,,,
3633,"Nacht, Herr",10,,,,,
3634,"Rose, Justice",10,,,,,
3635,Qnax,10,Secret,,Male,Living,1965.0
3636,Minor Domo,10,,,,,
3637,"Aguirre, Isobel",10,,,,,
3638,"Champion, Imus",10,,,,,
3639,Peacekeeper,10,Secret,Good,Male,Living,1994.0
3640,"Woods, Miranda",10,,,,,
3641,"Suee, Fah Lo",10,,,,,
3642,"Grimm, Petunia Penny",10,,,,,
3643,"Gideon, Gregory Hung",10,,,,,
3644,"Verpoorten, John",10,,,,,
3645,Azir,10,,,Female,Living,1975.0
3646,"Coffy, Det.",10,,,,,
3647,Plazm,10,Secret,,Male,Deceased,2001.0
3648,Hayden,10,,,,,
3649,"Caputo, Dr. Julia",10,,,,,
3650,Jagatar,10,,,,,
3651,Painter,10,,,,,
3652,"Young, Louise",10,,,,,
3653,"Soap, Det.",10,,,,,
3654,"Heck, Don",10,,,,,
3655,Cyberslik,10,,,,,
3656,Garotte,10,,,,,
3657,"Dubois, Noah",10,,,,,
3658,"Ramirez, Luis",10,,,,,
3659,"Thule, Gen.",10,,,,,
3660,Jameka,10,,,,,
3661,"Stone, Nelson",10,,,,,
3662,"Clayborne, Regina",10,,,,,
3663,Timberius Ii,10,,,,,
3664,Midgard Serpent,10,,,,,
3665,"Rifkin, Marjorie",10,,,,,
3666,Timebomb,10,,,,,
3667,"Randeau, Dr.",10,,,,,
3668,Jarella,10,No Dual,Good,Female,Deceased,1971.0
3669,Spanker,10,,,,,
3670,Sparx,10,,,,,
3671,"Knoblach, Gertrude H",10,,,,,
3672,"Ridgeway, Dawn",10,,,,,
3673,Cheetah,10,,,,,
3674,"Clay, Gordon",10,,,,,
3675,"Snipes, Det.",10,,,,,
3676,"Fortune, Dominic",10,,,,,
3677,Bouncer,10,Secret,Bad,,Living,1990.0
3678,"Green, Lila",10,,,,,
3679,"Burke, Jack",10,,,,,
3680,Californium,10,,Bad,,Living,1997.0
3681,Yssa,10,,,,,
3682,"Vaughan, Gayle",10,,,,,
3683,Cody,10,Secret,Bad,Male,Living,1992.0
3684,"Walker, Tess",10,,,,,
3685,"Bowden, Dennis",10,,,,,
3686,Ko-Gar,10,,,,,
3687,"Diamonde, Yvette",10,,,,,
3688,Gladiatrix,10,,,,,
3689,Grande Dame,10,,,,,
3690,"Reynolds, Lindy",10,,,,,
3691,Senso,10,Public,Neutral,,Living,2002.0
3692,Ajax Ii,10,,,,,
3693,"Goyer, Saul",10,,,,,
3694,Dominex,10,,Bad,,Living,1999.0
3695,"Tskarov, General",10,,,,,
3696,Cane,10,,,,,
3697,Sentry Ii,10,,,,,
3698,"Karim, Meryet",10,,,,,
3699,Snakebite,10,,,,,
3700,Frost,10,,,,,
3701,Helix Ii,10,,,,,
3702,"Thomas, Dr. John",10,,,,,
3703,"Marley, Mitch Madman",10,,,,,
3704,"Zola, Arnim Ii",10,,,,,
3705,"Scicluna, Michele",10,,,,,
3706,"Trevor, Steve",10,,,,,
3707,Kruel,10,,,,,
3708,"Brannex, Allessandro",10,,,,,
3709,Shulk,10,,,,,
3710,"Takahashi, Rei",10,,,,,
3711,"Jillete, Randi",10,,,,,
3712,Bromine,10,,Bad,,Living,1997.0
3713,Hammer Iii,10,,,,,
3714,Andwella,10,,Good,Female,Living,1993.0
3715,"Applebaum, Phantasy",10,,,,,
3716,Dead Head,10,,,,,
3717,Crown,10,,,,,
3718,Wiretap,10,,,Male,Living,1992.0
3719,Jikekt,10,,,,,
3720,"Wisdom, Romany",10,,,,,
3721,"Sapir, Herschel",10,,,,,
3722,Deadly Doris,10,,,,,
3723,"Mendelson, Dr. Mack",10,,,,,
3724,"Siegel, Dr. Avram",10,,,,,
3725,Morley,10,,,,,
3726,Sigmar,10,Secret,,Male,Living,1977.0
3727,"Jericho, Duncan",10,,,,,
3728,Dangor,10,,,Male,Living,1992.0
3729,Sign,10,Secret,Bad,Male,Living,1999.0
3730,"Crow, Rev. Joshua",10,,,,,
3731,Shotgun,10,,,,,
3732,Silence,10,Secret,Bad,Male,Deceased,1992.0
3733,"Berenghetti, Susan",10,,,,,
3734,"Wing, Professor",10,,,,,
3735,Princess Pearla,10,,,,,
3736,"Klein, Cameron",10,,,,,
3737,"Molle, Dr.",10,,,,,
3738,"Kleb, Rosa",10,,,,,
3739,"Wingfoot, Wynona",10,,,,,
3740,Princess Zanda,10,,,,,
3741,Kitang,10,Public,Neutral,Male,Living,1995.0
3742,Shazana,10,,Bad,Female,Living,1965.0
3743,Branson,10,,,,,
3744,"Anubar, Anwar",10,,,,,
3745,Prime Mover,10,,Bad,,Living,1968.0
3746,"Estaves, Marie",10,,,,,
3747,"Mckenzie, Scarlett",10,,,,,
3748,Tweedledope,10,,,Male,Living,1984.0
3749,"Lucas, James Jr.",10,,,,,
3750,"Darrow, Marissa Ii",10,,,,,
3751,Star,10,,Good,,Living,1991.0
3752,Kriven,10,,,,,
3753,"Mckenna-Drake, Marle",10,,,,,
3754,"Sawyer, Ryan",10,,,,,
3755,Trion,10,,,,,
3756,"Moomji, Indries",10,,,,,
3757,"Johnsmeyer, James",10,,,,,
3758,"Gapon, Dzhokhar",10,,,,,
3759,Burning Puddle,10,Secret,Good,Male,Living,2001.0
3760,Dr. Doom Clone,10,,,,,
3761,Gunthar,10,No Dual,Bad,Male,Living,1985.0
3762,Polestar,10,,,,,
3763,"Sinclair, Morgan",10,,,,,
3764,Dr. Bong,10,,,,,
3765,Sir,10,,,,,
3766,Locomotive Breath,10,,,,,
3767,"Reeves, Major",10,,,,,
3768,"Martinez, Carmello",10,,,,,
3769,"Martinez, Alitha",10,,,,,
3770,Mr. Termineus,10,,,,,
3771,"Walters, Sheriff Mor",10,,,,,
3772,"Ryker, General",10,,,,,
3773,Sister Nil,10,,Bad,Female,Living,1993.0
3774,Russian,10,Secret,Bad,Male,Deceased,2000.0
3775,Haven,10,,,,,
3776,Sitting Bullseye,10,,,,,
3777,Guardian | Mutant X-,10,,,,,
3778,"Ellenthorpe, Mariah",10,,,,,
3779,"Purl, Dr. Noah",10,,,,,
3780,Mint Julep,10,,,,,
3781,Skewer,10,,,,,
3782,"Vonya, Dr. Anatoly",10,,,,,
3783,Gryphon,10,,,,,
3784,Anarchist,10,,,,,
3785,"Wheeler, M'Koni Mary",10,,,,,
3786,"Mengochauzeraus, Gri",10,,,,,
3787,Tyrant,10,Secret,Bad,Male,Deceased,1993.0
3788,Spoilsport,10,Secret,Neutral,Female,Living,1999.0
3789,Howler,10,,,,,
3790,Cordite,10,Secret,Bad,Male,Living,1995.0
3791,Psiren,10,Secret,Good,Female,Living,1999.0
3792,Khirn,10,,,,,
3793,Haus,10,No Dual,Good,Male,Living,1997.0
3794,Mouse,10,,,,,
3795,"Black, Rachel",10,,,,,
3796,Spooky,10,,,,,
3797,U-Go Girl,10,,,,,
3798,"Chaliz, Tabriaz",10,,,,,
3799,"Scott, Jake",10,,,,,
3800,Howler Ii,10,,,,,
3801,Simbus,10,Secret,Good,Male,Living,1994.0
3802,Dr. Angst,10,,,,,
3803,"Than, Velena",10,,,,,
3804,Number Nine,10,,Good,Female,Living,1989.0
3805,"Contrares, Anastasia",10,,,,,
3806,"Rickman, Jonathan",10,,,,,
3807,Miss Itch,10,,,,,
3808,Redjek,10,,,,,
3809,"Raven, Matthew",9,,,,,
3810,Rawhide Kid,9,Secret,Good,Male,Living,1955.0
3811,"Stone, Chantal",9,,,,,
3812,Dr. Strange Doppelga,9,,,,,
3813,Rapido,9,,,,,
3814,"Lohan, Peter",9,,,,,
3815,"Stacy, Nancy",9,,,,,
3816,Judge Kray-Tor,9,,,,,
3817,Outlaw,9,,,,,
3818,Orini,9,No Dual,Bad,Male,Living,1964.0
3819,"Driscoll, Mayor",9,,,,,
3820,"Raven, Sabbath Ii",9,,,,,
3821,Star Hammer,9,,,,,
3822,Gadfly,9,,,,,
3823,Cyclops 2013,9,,,,,
3824,Kalin Karth Kith,9,,,,,
3825,Tezcatlipoca,9,Public,Neutral,Male,Living,1980.0
3826,Fitch,9,,,,,
3827,Terrax,9,,,,,
3828,"Ayala, Mrs.",9,,,,,
3829,"Estaves, Dr. Rosa",9,,,,,
3830,"Takahama, Jane",9,,,,,
3831,Flame,9,,Good,,Deceased,1982.0
3832,Phoenix 2013,9,,,,,
3833,"Brukner, Ilaney",9,,,,,
3834,"Pulaski, Josephine J",9,,,,,
3835,Brunnhilde,9,Secret,Good,Female,Living,1970.0
3836,"Buchetto, Salvatore ",9,,,,,
3837,"Thames, Seripha",9,,,,,
3838,Psimon,9,Secret,Good,Male,Living,1999.0
3839,"Flint, Lt.",9,,,,,
3840,Boak,9,,,,,
3841,Adria,9,Secret,Bad,Female,Living,1966.0
3842,Bres,9,Secret,,Male,Living,1982.0
3843,"Tannen, Vincent",9,,,,,
3844,Vivisector,9,,,,,
3845,Kree Captain America,9,,,,,
3846,"Bosco, Elaine",9,,,,,
3847,Boshlovor,9,,,,,
3848,Virago,9,,Bad,Female,Living,1973.0
3849,B'Arr,9,,,,,
3850,"Bowman, Maj.",9,,,,,
3851,"Boyd, Two-Fisted Tom",9,,,,,
3852,"Braddock, James",9,,,,,
3853,Zona,9,Secret,Bad,Female,Living,1998.0
3854,"Tennyson, Jacob",9,,,,,
3855,Tenpin,9,,,,,
3856,"Fillmore, Sheriff Do",9,,,,,
3857,"Fallon, Howard",9,,,,,
3858,"Po, Kim",9,,,,,
3859,Firebrand Iii,9,,,,,
3860,"Villa-Lobos, Getulio",9,,,,,
3861,Ent,9,Secret,Neutral,Male,Living,1991.0
3862,Pulsar,9,,,,,
3863,Ramrod Iii,9,,,,,
3864,"Young, Lawrence",9,,,,,
3865,Strongarm Ii,9,,,,,
3866,Yrik,9,,,,,
3867,Paradox Ii,9,,,,,
3868,Fredd,9,,,,,
3869,Papa Granite,9,,,,,
3870,Kargul,9,,,,,
3871,Lifeline,9,Secret,Neutral,Male,Living,1990.0
3872,"Young, Kim Sung",9,,,,,
3873,"Englehart, Steve",9,,,,,
3874,Captain Barracuda,9,Public,,Male,Living,1964.0
3875,Stonecold,9,,,,,
3876,Kaminari,9,,Good,Female,Living,2006.0
3877,"Fury, Dawn",9,,,,,
3878,Ramon,9,,,,,
3879,"Fury, Nick L.M.D.",9,,,,,
3880,"Stone, John",9,,,,,
3881,"Parker, May Iii",9,,,,,
3882,"Forrester, Dr. Cedri",9,,,,,
3883,Veritus,9,Public,,Male,Living,1999.0
3884,"Wagner, Ernie Whack ",9,,,,,
3885,Elo,9,,,,,
3886,Thog,9,Secret,Bad,Male,Living,1972.0
3887,Asmodeus,9,,Bad,Male,Living,1983.0
3888,"Kelly, Karen",9,,,,,
3889,"Badalino, Lt. Michae",9,,,,,
3890,Pele,9,Secret,Good,Female,Living,1998.0
3891,"Fontreaux, Guy",9,,,,,
3892,Elec'Trix,9,,,,,
3893,Elathan,9,Secret,Bad,Male,Living,1982.0
3894,Quantum,9,,,,,
3895,Vulcan,9,Secret,Bad,Male,Living,1976.0
3896,Buttons,9,,,,,
3897,Bliss,9,Secret,Neutral,Female,Living,1990.0
3898,Blink,9,,,,,
3899,Yurge,9,,,,,
3900,"Lopez, Jose",9,,,,,
3901,"Reynolds, Katherine",9,,,,,
3902,Ogur,9,Public,Bad,Male,Living,1967.0
3903,"Ryker, Lucy",9,,,,,
3904,Rosetta Stone,9,,,,,
3905,Denak,9,,Bad,Male,Living,1993.0
3906,"Marin, Dr.",9,,,,,
3907,"Roth, Dr. Gerald",9,,,,,
3908,Marissa (Of Gene-Tec,9,,,,,
3909,Ultron 2010,9,,,,,
3910,"Rousseau, Etienne",9,,,,,
3911,"Delazny, Dorian",9,,,,,
3912,Rumor,9,Public,Bad,Male,Living,2000.0
3913,"Hunt, Jerry",9,,,,,
3914,Unit,9,Secret,Bad,Male,Living,2010.0
3915,Sirocco,9,Secret,,Male,Living,1991.0
3916,Sir Benedict,9,,,,,
3917,Humbug,9,,,,,
3918,Sabre,9,Secret,,Male,Living,2000.0
3919,Sabretooth | Mutant ,9,,,,,
3920,Beast Doppelganger,9,,,,,
3921,Conundrum,9,Secret,Bad,Male,Living,1998.0
3922,Bertram,9,No Dual,Good,Male,Living,1991.0
3923,Mother-Of-Pain,9,,,,,
3924,Skye,9,Public,Good,Female,Deceased,1995.0
3925,"Groves, Gen. Mcallis",9,,,,,
3926,Slasher,9,Secret,Bad,Male,Living,1971.0
3927,"Grimm, Sue Storm Ear",9,,,,,
3928,Insomnia,9,Secret,Bad,Female,Living,1997.0
3929,Innocent,9,,,,,
3930,Malovick,9,Secret,Bad,Male,Living,2000.0
3931,"Devoor, Albert",9,,,,,
3932,Smart Alec,9,,,,,
3933,"Devine, Anton",9,,,,,
3934,Infinity,9,Secret,Neutral,,Living,1991.0
3935,Man-Bull,9,,,,,
3936,Sluk,9,,,,,
3937,"Devereaux, Iris",9,,,,,
3938,Toloc,9,,Bad,Male,Living,1966.0
3939,Inazuma,9,,,,,
3940,"Roeberg, Sen.",9,,,,,
3941,Mangler,9,,Bad,Male,Living,1976.0
3942,Tomazooma,9,,Neutral,Male,Living,1968.0
3943,"Grimm, Ben | Timesli",9,,,,,
3944,Iduna,9,,,,,
3945,"Rollins, Mrs.",9,,,,,
3946,Sleek,9,,,,,
3947,Salla,9,,,,,
3948,Samson,9,Public,Good,Male,Living,1949.0
3949,Samuels,9,Public,,Male,Living,1976.0
3950,Mok,9,,,,,
3951,Cross,9,,,,,
3952,"Harrison, Col. Edwar",9,,,,,
3953,Anubia,9,Secret,,Female,Living,1995.0
3954,Antoro,9,,,Male,Living,1998.0
3955,"Berenghetti, Michael",9,,,,,
3956,Hate-Monger Iv,9,,,,,
3957,"Hessler, Wolfgang",9,,,,,
3958,Mephisitoid,9,,,,,
3959,"Wilcox, Dr. Brent",9,,,,,
3960,Shadowcat | Mutant X,9,,,,,
3961,"Cussler, Phillip Jr.",9,,,,,
3962,"Williams, Niles",9,,,,,
3963,"Shaara, Mrs.",9,,,,,
3964,Selene | Mutant X-Ve,9,,,,,
3965,Merrian,9,,,,,
3966,"Seward, Dr. Charles",9,,,,,
3967,"Wilford, Ethan",9,,,,,
3968,Animator Ii,9,,,,,
3969,Helium,9,,Bad,,Living,1997.0
3970,Daredevil | Mutant X,9,,,,,
3971,"Sheffield, Leah",9,,,,,
3972,"Cortes, Maria Pilar",9,,,,,
3973,Mondo,9,Secret,Bad,Male,Living,2000.0
3974,Mastermind V,9,,,,,
3975,"Trask, Raymond",9,,,,,
3976,"Creed, Graydon | Mut",9,,,,,
3977,Sickle Ii,9,,,,,
3978,Tremelo,9,,,,,
3979,Hammer Iv,9,,,,,
3980,Moonstomp,9,Secret,Good,Male,Living,1995.0
3981,Crime-Buster,9,,,,,
3982,Tycho,9,,,,,
3983,Short Circuit,9,Secret,Bad,Male,Living,1993.0
3984,"Mcdonnell, Oscar",9,,,,,
3985,"Hardy, Lydia",9,,,,,
3986,"Mcgrill, Mary",9,,,,,
3987,Critic,9,,,,,
3988,Hoarfen,9,Secret,Bad,Male,Living,1994.0
3989,Scaleface,9,Secret,Neutral,Female,Deceased,1986.0
3990,Shiver Man,9,,,,,
3991,"Whitecloud, Michael",9,,,,,
3992,"Harras, Bob",9,,,,,
3993,"Smith, Dr. Armstrong",9,,,,,
3994,Bitmap,9,Secret,Bad,Male,Living,1994.0
3995,"Mico, Rodolfo",9,,,,,
3996,"O'Meara, Kathleen",9,,,,,
3997,"Jones, Katie",9,,,,,
3998,Glitter,9,,,Female,Living,1963.0
3999,Nugent,9,,,,,
4000,Retread,9,,,Male,Living,1983.0
4001,Clash,9,Secret,Bad,Female,Living,1995.0
4002,Reanimator,9,Public,Bad,Male,Living,1999.0
4003,Sssesthugar,9,,Bad,Male,Deceased,1975.0
4004,Golem,9,,,Male,Living,1970.0
4005,Tillie The Hun,9,,,,,
4006,"Barnett, Mike",9,,,,,
4007,"Somers, Kathy",9,,,,,
4008,Wrap,9,,,,,
4009,"Chase, Detective Slo",9,,,,,
4010,Ringer Ii,9,,,,,
4011,Black Raazer,9,,Bad,Male,Living,1986.0
4012,Chaka Khan,9,,,,,
4013,"Richards, Franklink ",9,,,,,
4014,Doc Samson | Mutant ,9,,,,,
4015,"Sousa, Paul",9,,,,,
4016,Nightwind,9,Public,Good,Male,Living,1960.0
4017,Baron Brimstone,9,,,,,
4018,Reckless Eric,9,,,,,
4019,"Macrae, Truth",9,,,,,
4020,Johnson,9,,,,,
4021,Tilda,9,,Good,Female,Living,1992.0
4022,Akafe,9,,,,,
4023,Jameel,9,,,,,
4024,"Gerard, Terence",9,,,,,
4025,Occulus,9,Secret,Bad,Male,Living,1992.0
4026,Mainframe,9,,Good,Male,Deceased,2011.0
4027,"Gideon, Claire",9,,,,,
4028,"Reisz, Ray",9,,,,,
4029,Black Crane,9,,,,,
4030,Nedda,9,Public,,Female,Living,1981.0
4031,Yano,9,Secret,Bad,Male,Living,1997.0
4032,Gravemoss,9,,Bad,Male,Living,1994.0
4033,"Renko, Dr. Ireno",9,,,,,
4034,Northstar | Mutant X,9,,,,,
4035,"Warren, Mr.",9,,,,,
4036,Major Mapleleaf,9,,,,,
4037,"Ogada, Dr.",9,,,,,
4038,Garth,9,No Dual,Good,Male,Living,1975.0
4039,"Watson, Philip",9,,,,,
4040,Gorr,9,Public,Bad,Male,Deceased,2013.0
4041,Magog,9,,,,,
4042,Nicodemus Ii,9,,,,,
4043,"Watson, Kevin",9,,,,,
4044,Black Lama,9,,,,,
4045,Basilisk Ii,9,,,,,
4046,"Garth, Donna",9,,,,,
4047,Jack,9,Public,,Male,Living,1976.0
4048,Scanner,8,,,,,
4049,"Barbarossa, Mario",8,,,,,
4050,Progenitor,8,,,,,
4051,Tareva,8,No Dual,Good,Female,Living,1989.0
4052,Everwraith,8,Public,Bad,,Living,1998.0
4053,Starhawk,8,,,,,
4054,Breaker,8,,,,,
4055,"Cross, Jason",8,,,,,
4056,"Cromwell, Hamilton",8,,,,,
4057,"Tanaka, George",8,,,,,
4058,Tar,8,Secret,,Male,Deceased,1996.0
4059,Spirit Of '76,8,,,,,
4060,"Tilton, Roland R.",8,,,,,
4061,Scarecrow Ii,8,,,,,
4062,Scimitar,8,,Bad,Male,Deceased,1976.0
4063,"Vincent, Danny",8,,,,,
4064,"Teng, Nikki",8,,,,,
4065,Cerberus Ii,8,,,,,
4066,Vance Rebus,8,,,,,
4067,"Severin, Marie",8,,,,,
4068,"Seward, Anne",8,,,,,
4069,Farahd,8,Secret,Bad,Male,Deceased,2000.0
4070,"Seward, Jane",8,,,,,
4071,Dr. Synne,8,,,,,
4072,"Prazniki, Sylvia",8,,,,,
4073,Seeker Iii,8,,,,,
4074,Stained Glass Scarle,8,,,,,
4075,"Black, Cyrus",8,,,,,
4076,Technocrat,8,Secret,Bad,Male,Living,1992.0
4077,Tull,8,,,,,
4078,Scarlet Scarab,8,,,,,
4079,Dagda,8,,,,,
4080,Tungsten,8,,Bad,,Living,1997.0
4081,Damballah Ii,8,,,,,
4082,"Donohue, Trevor",8,,,,,
4083,"Schuyler, Dr. Rebecc",8,,,,,
4084,"Shaw, Samarra",8,,,,,
4085,Tarnok-Kol,8,Public,,Male,Living,1995.0
4086,"B'Kosa, Gen. Jonatha",8,,,,,
4087,Tiamat,8,Secret,,Male,Living,1998.0
4088,Primus Ii,8,,,,,
4089,"Ratliff, Officer Lar",8,,,,,
4090,"Springer, Jerry",8,,,,,
4091,"Chan, Sarah",8,,,,,
4092,Veil,8,Secret,Bad,Female,Living,2006.0
4093,Sathan,8,,,,,
4094,Ultimator,8,Secret,Bad,,Living,1999.0
4095,Combat,8,Secret,Bad,Male,Deceased,1992.0
4096,"Pushkin, Ivan",8,,,,,
4097,"Dubois, Dr. Claudia",8,,,,,
4098,Citydweller,8,,,,,
4099,Comanche,8,Secret,Bad,Male,Living,1972.0
4100,Right,8,Secret,Bad,Male,Living,1994.0
4101,"Dipalma, Johnny",8,,,,,
4102,Blockbuster,8,,,,,
4103,Uncle Sam,8,,,,,
4104,"Barrows, Walter",8,,,,,
4105,"Stacy, Gwen | Mutant",8,,,,,
4106,"Depaul, Shield Speci",8,,,,,
4107,Tomorrow Hawk,8,,,,,
4108,"Burrthrop, T. Barton",8,,,,,
4109,"Verschlagen, Frau",8,,,,,
4110,"Roman, Dr. Niles",8,,,,,
4111,Snowblind,8,,Bad,Male,Living,1991.0
4112,Black Knight V Doppe,8,,,,,
4113,"Clooney, Dr.",8,,,,,
4114,El Conquistador,8,,,,,
4115,Blasting Cap,8,Secret,,Male,Living,1987.0
4116,Unseen,8,,,,,
4117,Smasher Ii,8,,,,,
4118,Venus Ii,8,,,,,
4119,"Callaghan, James",8,,,,,
4120,Rabbit,8,Secret,,Female,Deceased,1988.0
4121,"Rabin, Gretta",8,,,,,
4122,"Dewitt, Lucius",8,,,,,
4123,"Dwyer, Marissa",8,,,,,
4124,Thingee,8,,,,,
4125,Biandu,8,,,,,
4126,Raptor Ii,8,,,,,
4127,Captain Manhattan,8,,,,,
4128,"Tyne, Elizabeth",8,,,,,
4129,Dominus Ii,8,,,,,
4130,Siege,8,,,,,
4131,Bombadier,8,Secret,,Male,Living,1994.0
4132,Synapse,8,,Bad,Male,Living,1998.0
4133,"Carlton, Lucy",8,,,,,
4134,"Cowen, Elaine",8,,,,,
4135,"Bantock, Lt. Oliver",8,,,,,
4136,Caretaker,8,Secret,,Male,Living,1992.0
4137,"Strong, Martin Henry",8,,,,,
4138,"Bernstein, Emma Webs",8,,,,,
4139,Victorius,8,,,,,
4140,"Rhodes, Mrs.",8,,,,,
4141,Tracker,8,,,,,
4142,"Conway, Gerry",8,,,,,
4143,"Buckner, Grant",8,,,,,
4144,Equinox,8,,,,,
4145,Supreme Commander,8,,,,,
4146,"Epstein, Prof. Nora",8,,,,,
4147,"Epstein, Mrs.",8,,,,,
4148,Captain Wings,8,,,,,
4149,Stitch,8,,,,,
4150,Doc,8,Public,Neutral,Male,Living,2004.0
4151,Deathshield,8,,,,,
4152,Ursula,8,Secret,Good,Female,Deceased,1997.0
4153,"Spectrum, Sinclair",8,,,,,
4154,Vibravore,8,,,,,
4155,Thermo,8,,,,,
4156,Bloodhound,8,,,,,
4157,Revelation Ii,8,,,,,
4158,"Knight, Leo",8,,,,,
4159,"Fate, Ian",8,,,,,
4160,Ygmlosvorraich,8,,Bad,,Living,1992.0
4161,Alist,8,,,,,
4162,Isbisa,8,,,,,
4163,"Malone, Julius",8,,,,,
4164,Froh,8,,,,,
4165,Maltz,8,,,,,
4166,Amenhotep,8,,,,,
4167,Impact,8,,,,Living,2008.0
4168,Ikonn,8,Secret,Neutral,Male,Living,1981.0
4169,Icon,8,,,,,
4170,"Oxnard, Phil",8,,,,,
4171,Marik,8,,,,,
4172,Anais,8,Secret,Bad,Female,Living,2000.0
4173,"Marlowe, Steve Jr.",8,,,,,
4174,Hyena,8,,,,,
4175,Futurist,8,,,,,
4176,"Hunter, Ian",8,,,,,
4177,"Mason, Wanda",8,,,,,
4178,"Hugo, Captain Edvard",8,,,,,
4179,"Anderson, Charles",8,,,,,
4180,"Walker, Sheriff Chan",8,,,,,
4181,"Jakes, Judson",8,,,,,
4182,Atlas Iii,8,,,,,
4183,Jorro,8,,Bad,Male,Deceased,1985.0
4184,K'Rin,8,,,,,
4185,Vor,8,Secret,Neutral,Male,Living,1993.0
4186,Ainet,8,,,Female,Living,1998.0
4187,Autolycus,8,No Dual,Bad,Male,Living,1975.0
4188,Peliali,8,,Good,Female,Living,2000.0
4189,Lockdown,8,,,,,
4190,"Josten, Carl",8,,,,,
4191,Pearla,8,Public,Good,Female,Living,1963.0
4192,"Jones, William",8,,,,,
4193,Madame Rose,8,,,,,
4194,Vulture Ii,8,,,,,
4195,Lonkarr,8,Secret,Good,Male,Living,1999.0
4196,"Lucas, James",8,,,,,
4197,"Ludlum, Ross",8,,,,,
4198,Jocasta Ii,8,,,,,
4199,Alberik,8,No Dual,Neutral,Male,Living,2000.0
4200,"Forthward, Kent",8,,,,,
4201,Madame Masque V,8,,,,,
4202,Oshima,8,,,,,
4203,Master Om,8,,,,,
4204,"Galannan, Bill",8,,,,,
4205,Wheeler,8,,,Male,Living,1987.0
4206,"Hanrahan, Gordon",8,,,,,
4207,Hammer,8,Secret,Bad,Male,Living,2005.0
4208,"Hall, Morgan",8,,,,,
4209,"Morrison, Amanda Pay",8,,,,,
4210,"Morrison, Jessica",8,,,,,
4211,Mother Of Pearl,8,,,,,
4212,Arcturus,8,Secret,Good,Male,Living,
4213,Mr. Doll,8,,,,,
4214,Mr. Payback,8,Secret,Good,Male,Deceased,2000.0
4215,Moondark,8,Secret,Bad,Male,Living,1973.0
4216,Gigantus,8,Secret,Bad,Male,Living,1960.0
4217,Munson,8,,,,,
4218,"Murphy, Joboa",8,,,,,
4219,Mysterium,8,,,,,
4220,N'Gamo,8,Public,Bad,Male,Living,1969.0
4221,"Grimm, Jake",8,,,,,
4222,Aryan,8,,Bad,Male,Living,2001.0
4223,"Nash, Sabrina",8,,,,,
4224,"Warkovsky, Sen.",8,,,,,
4225,Apostate,8,,,,,
4226,"Gallagher, Bob",8,,,,,
4227,"Anon, Lord",8,,,,,
4228,"Mccullough, Dr. Andr",8,,,,,
4229,"Hoard, Josh",8,,,,,
4230,"Mcphee, Louie",8,,,,,
4231,"Meachum, Harold",8,,,,,
4232,"Henderson, Carol",8,,,,,
4233,Metalslash,8,,,,,
4234,"Mifune, Dr.",8,,,,,
4235,"Miller, Trace",8,,,,,
4236,Wild One,8,,Bad,Male,Living,1992.0
4237,"Harris, Bernard",8,,,,,
4238,"Garrison, Dr.",8,,,,,
4239,Gattling,8,Secret,,Male,Living,1992.0
4240,Minotaur,8,Secret,Bad,Male,Living,1965.0
4241,Hav-Rogg,8,Public,Good,Male,Living,1996.0
4242,"Gaulthing, Anderson",8,,,,,
4243,Hatchet Man,8,,,,,
4244,Mo,8,,,,,
4245,"Harvey, Sue",8,,,,,
4246,"Von Richtofen, Lt. M",8,,,,,
4247,Itzamna,8,,,,Living,1980.0
4248,Zarathustra,8,,,Female,Living,1994.0
4249,"Ferguson, Isabel",8,,,,,
4250,Fim,8,,,,,
4251,"Ketch, Barbara",8,,,,,
4252,Karma 2013,8,,,,,
4253,Phae-Dor,8,Public,,Male,Living,1976.0
4254,"Lau, King",8,,,,,
4255,"Agee, Rebecca",8,,,,,
4256,"Koppisch, Dr. Eric",8,,,,,
4257,"Krieghund, Col.",8,,,,,
4258,Phemous,8,Secret,Bad,Male,Living,2001.0
4259,"Pinkerton, Percival ",8,,,,,
4260,Picaro,8,,,,,
4261,"Lansing, Cheryl",8,,,,,
4262,"Leonard, Dr.",8,,,,,
4263,"Fitzgerald, Kenny",8,,,,,
4264,"Levesseur, Larent",8,,,,,
4265,"Kennedy, Louise",8,,,,,
4266,"Kimble, Dr.",8,,,,,
4267,"Kitagowa, Dr. Kitty",8,,,,,
4268,"Kurov, Wassily",8,,,,,
4269,Kirkegaard,8,,,,,
4270,Pope,8,,,,,
4271,"Killburn, Mack",8,,,,,
4272,"Karlson, Karen",8,,,,,
4273,"Zamora, Pete",8,,,,,
4274,Azazel,8,Secret,Bad,Male,Living,2003.0
4275,Fin,8,Secret,Good,Male,Living,1990.0
4276,"Killbrew, Dr.",8,,,,,
4277,La Nuit,8,,,,,
